21, 2, 640, 8.190777
21, 2, 80, 1.760780
21, 20, 10, 7.395756
21, 20, 1280, 7.099229
21, 20, 160, 7.273983
21, 20, 20, 7.561152
21, 20, 2560, 7.561282
21, 20, 320, 6.936794
21, 20, 40, 6.973699
21, 20, 640, 7.151495
21, 20, 80, 6.959963
21, 21, 10, 0.947294
21, 21, 1280, 0.874918
21, 21, 160, 1.019630
21, 21, 20, 1.034711
21, 21, 2560, 0.984363
21, 21, 320, 0.924168
21, 21, 40, 1.026963
21, 21, 640, 0.974116
21, 21, 80, 1.066314
21, 3, 10, 1.087009
21, 3, 1280, 9.303270
21, 3, 160, 2.225093
21, 3, 20, 1.180196
21, 3, 2560, 9.031299
21, 3, 320, 3.015571
21, 3, 40, 1.328173
21, 3, 640, 4.987456
21, 3, 80, 1.603457
21, 4, 10, 1.110761
21, 4, 1280, 6.727070
21, 4, 160, 2.087661
21, 4, 20, 1.180902
21, 4, 2560, 6.824873
21, 4, 320, 2.999462
21, 4, 40, 1.296281
21, 4, 640, 4.312904
21, 4, 80, 1.550286
21, 5, 10, 1.096051
21, 5, 1280, 5.173023
21, 5, 160, 1.973042
21, 5, 20, 1.202187
21, 5, 2560, 5.609127
21, 5, 320, 2.497424
21, 5, 40, 1.286283
21, 5, 640, 3.955622
21, 5, 80, 1.550808
21, 6, 10, 1.191244
21, 6, 1280, 4.777849
21, 6, 160, 2.230543
21, 6, 20, 1.241010
21, 6, 2560, 5.907973
21, 6, 320, 2.907671
21, 6, 40, 1.318725
21, 6, 640, 3.588755
21, 6, 80, 1.831514
21, 7, 10, 1.639259
21, 7, 1280, 4.704119
21, 7, 160, 1.849467
21, 7, 20, 1.670887
21, 7, 2560, 5.491910
21, 7, 320, 2.450409
21, 7, 40, 1.771737
21, 7, 640, 3.493057
21, 7, 80, 2.065736
21, 8, 10, 2.243739
21, 8, 1280, 4.235763
21, 8, 160, 2.969229
21, 8, 20, 2.287365
21, 8, 2560, 5.585629
21, 8, 320, 3.430549
21, 8, 40, 2.417234
21, 8, 640, 3.477920
21, 8, 80, 1.833545
21, 9, 10, 1.976058
21, 9, 1280, 4.507694
21, 9, 160, 2.475108
21, 9, 20, 2.146501
21, 9, 2560, 5.556268
21, 9, 320, 4.427031
21, 9, 40, 2.242708
21, 9, 640, 3.657634
21, 9, 80, 3.681650
